subject,predicate,object,subject_name,object_name,KG_type,relation,category,classifier,auc_roc,log_odds_ratio,log_odds_ratio_95_ci_lower,log_odds_ratio_95_ci_upper,log_odds_ratio_95_ci,adjusted_p_value,positive_patient_count,negative_patient_count,total_sample_size,positive_patient_text,negative_patient_text,all_patient_text,,primary_knowledge_source,knowledge_level,agent_type
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0007186,pibrentasvir,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.0918,-0.031,0.215,"[-0.031,0.215]",0.143,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0005302,pibrentasvir,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.0635,-0.007,0.134,"[-0.007,0.134]",0.077,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0003620,pibrentasvir,peripheral neuropathy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.0359,-0.094,0.166,"[-0.094,0.166]",0.588,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
HMDB:HMDB0256528,biolink:associated_with_increased_likelihood_of,MONDO:0000424,pibrentasvir,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.999820469,0.0062,-1.192,1.205,"[-1.192,1.205]",0.992,13300,21781800,21795100,"Sample size with pibrentasvir, approximately: 13300","Sample size without pibrentasvir, approximately: 21781800",All patients number is approximately: 21795100,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005306,phentermine,ankylosing spondyloarthritis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,2.3177,2.305,2.331,"[2.305,2.331]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0002909,phentermine,hyperglycemia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.4947,0.46,0.529,"[0.46,0.529]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005146,phentermine,posttraumatic stress disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.4098,0.378,0.441,"[0.378,0.441]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0019369,phentermine,complex regional pain syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.393,0.358,0.428,"[0.358,0.428]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0011786,phentermine,allergic rhinitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.3356,0.3,0.371,"[0.3,0.371]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0007027,phentermine,nonalcoholic steatohepatitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.2038,0.112,0.296,"[0.112,0.296]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005364,phentermine,graves disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.186,0.164,0.208,"[0.164,0.208]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005010,phentermine,chronic ischemic heart disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.1705,0.147,0.194,"[0.147,0.194]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005393,phentermine,gout,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.1454,0.079,0.212,"[0.079,0.212]",1.00E-04,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0007186,phentermine,gerd,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.1069,-0.301,0.515,"[-0.301,0.515]",0.608,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005298,phentermine,osteoporosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0815,0.008,0.155,"[0.008,0.155]",0.03,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0021107,phentermine,narcolepsy,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.079,0.018,0.14,"[0.018,0.14]",0.012,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0004981,phentermine,atrial fibrillation,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0616,-0.136,0.26,"[-0.136,0.26]",0.542,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0002277,phentermine,arteriosclerosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0263,-0.137,0.19,"[-0.137,0.19]",0.753,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0004425,phentermine,hyperthyroidism,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0229,-0.158,0.204,"[-0.158,0.204]",0.803,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005149,phentermine,pulmonary hypertension,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0162,-0.038,0.07,"[-0.038,0.07]",0.558,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,FB:FBgn0001201,phentermine,hiv,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0117,-0.259,0.282,"[-0.259,0.282]",0.932,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0000477,phentermine,focal dystonia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0062,-0.115,0.127,"[-0.115,0.127]",0.919,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0004979,phentermine,asthma,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.005,-0.286,0.296,"[-0.286,0.296]",0.973,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005302,phentermine,attention deficit hyperactivity disorder,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0045,-0.15,0.159,"[-0.15,0.159]",0.955,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,UMLS:C1561642,phentermine,chronic kidney disease v,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0038,-0.32,0.328,"[-0.32,0.328]",0.982,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005404,phentermine,chronic fatigue syndrome,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0029,-0.167,0.173,"[-0.167,0.173]",0.973,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005101,phentermine,ulcerative colitis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0023,-0.205,0.21,"[-0.205,0.21]",0.983,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005294,phentermine,peripheral arterial disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0019,-0.772,0.776,"[-0.772,0.776]",0.996,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005133,phentermine,endometriosis,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0018,-0.097,0.101,"[-0.097,0.101]",0.972,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4771,biolink:associated_with_increased_likelihood_of,MONDO:0005002,phentermine,chronic obstructive pulmonary disease,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.894099665,0.0017,-0.151,0.155,"[-0.151,0.155]",0.982,177100,21677600,21854700,"Sample size with phentermine, approximately: 177100","Sample size without phentermine, approximately: 21677600",All patients number is approximately: 21854700,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4748,biolink:associated_with_increased_likelihood_of,MONDO:0005546,perphenazine,fibromyalgia,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.941412695,1.2946,1.231,1.358,"[1.231,1.358]",1.00E-04,23200,21781100,21804300,"Sample size with perphenazine, approximately: 23200","Sample size without perphenazine, approximately: 21781100",All patients number is approximately: 21804300,,infores:isb-EHRMLA-data,prediction,computational_model
PUBCHEM.COMPOUND:4748,biolink:associated_with_increased_likelihood_of,MONDO:0000424,perphenazine,vitamin b12 deficiency,May Treat KG,RO:0003308,biolink:Association,Logistic Regression,0.941412695,0.4716,0.446,0.497,"[0.446,0.497]",1.00E-04,23200,21781100,21804300,"Sample size with perphenazine, approximately: 23200","Sample size without perphenazine, approximately: 21781100",All patients number is approximately: 21804300,,infores:isb-EHRMLA-data,prediction,computational_model
